welc_resp.keys,welc_resp.rt,intr0_resp.keys,intr0_resp.rt,prep_resp.keys,prep_resp.corr,prep_resp.rt,preparation.thisRepN,preparation.thisTrialN,preparation.thisN,preparation.thisIndex,preparation.ran,preparation.order,letter10,letter20,corrAns0,participant,,date,expName,psychopyVersion,frameRate,outro_resp.keys,outro_resp.rt,instr1_resp.keys,instr1_resp.rt,resp.keys,resp.corr,resp.rt,letterMaster.thisRepN,letterMaster.thisTrialN,letterMaster.thisN,letterMaster.thisIndex,letterMaster.ran,letterMaster.order,letterset,letterset2,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,practice.order,letter1,letter2,corrAns,letterA,letterC,letterE,instr2_resp.keys,instr2_resp.rt,instr3_resp.keys,instr3_resp.rt,test_resp.keys,test_resp.rt,test.thisRepN,test.thisTrialN,test.thisN,test.thisIndex,test.ran,test.order,letter3,letter4,letterA2,letterB2,pickA,avoidB,outro_resp2.keys,outro_resp2.rt
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.213,2,0,92,43,1,91,V,b,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.295,2,0,92,15,1,91,s,V,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.262,2,0,92,16,1,91,V,s,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,41,1,91,W,o,f,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.194,2,0,92,5,1,91,W,V,F,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.162,2,0,92,20,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.193,2,0,92,1,1,91,J,s,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.195,2,0,92,13,1,91,b,s,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,8,1,91,o,s,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.079,2,0,92,45,1,91,W,b,f,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.111,2,0,92,12,1,91,b,s,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.211,2,0,92,0,1,91,s,J,A,B,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.062,2,0,92,39,1,91,V,o,e,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.061,2,0,92,26,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.21,2,0,92,3,1,91,b,o,D,C,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.16,2,0,92,32,1,91,V,J,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.16,2,0,92,35,1,91,J,W,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.061,2,0,92,24,1,91,o,J,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.278,2,0,92,23,1,91,J,o,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,4,1,91,V,W,E,F,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.143,2,0,92,16,1,91,V,s,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.127,2,0,92,4,1,91,V,W,E,F,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.026,2,0,92,17,1,91,V,s,E,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.18,2,0,92,9,1,91,o,s,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,21,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,37,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,2,1,91,o,b,C,D,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.21,2,0,92,10,1,91,s,b,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.093,2,0,92,13,1,91,b,s,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.161,2,0,92,32,1,91,V,J,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.178,2,0,92,14,1,91,s,V,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,28,1,91,b,J,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,33,1,91,V,J,E,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.21,2,0,92,23,1,91,J,o,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.226,2,0,92,42,1,91,b,V,d,e,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.161,2,0,92,39,1,91,V,o,e,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.076,2,0,92,8,1,91,o,s,C,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.128,2,0,92,5,1,91,W,V,F,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,19,1,91,s,W,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.11,2,0,92,18,1,91,s,W,A,F,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.129,2,0,92,43,1,91,V,b,e,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,7,1,91,s,o,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.029,2,0,92,0,1,91,s,J,A,B,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.1,2,0,92,40,1,91,o,W,c,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.143,2,0,92,24,1,91,o,J,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.212,2,0,92,6,1,91,s,o,A,C,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.244,2,0,92,3,1,91,b,o,D,C,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.277,2,0,92,35,1,91,J,W,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.243,2,0,92,44,1,91,b,W,d,f,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.179,2,0,92,31,1,91,J,V,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.243,2,0,92,22,1,91,J,o,B,C,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.145,2,0,92,26,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.077,2,0,92,20,1,91,W,s,F,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.194,2,0,92,34,1,91,J,W,B,F,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,45,1,91,W,b,f,d,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.211,2,0,92,27,1,91,J,b,B,D,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.262,2,0,92,15,1,91,s,V,A,E,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.228,2,0,92,36,1,91,W,J,F,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.009,2,0,92,29,1,91,b,J,D,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,41,1,91,W,o,f,c,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.26,2,0,92,12,1,91,b,s,D,A,m,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.177,2,0,92,30,1,91,J,V,B,E,,m,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.178,2,0,92,38,1,91,o,V,C,E,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.261,2,0,92,25,1,91,o,J,C,B,,c,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.361,2,0,92,11,1,91,s,b,A,D,c,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,m,0.227,2,0,92,1,1,91,J,s,B,A,,,,
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,,,,,,1,0,3,1,1,2,hiragana2.xlsx,hiragana21.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.175
,,,,,,,,,,,,,,,,,,2019-05-24_22h39.04.352,Probabilistic Learning,3.1.0,60,,,space,0.128,,0,,1,0,3,0,1,2,hiragana1.xlsx,hiragana11.xlsx,6,0,180,26,1,179,I,L,m,,,c,,,,,,,,,,,,,,,,,,,,
